,jawaban_mahasiswa,jawaban_dosen,human_rater,human_rater_scaled
187,"['turbo', 'boost', 'proses', 'tambah', 'kapasitas', 'ram', 'perangkat', 'tambah', 'hard', 'disk', 'ram', 'penuh', 'data', 'data', 'simpan', 'proses', 'turbo', 'boost']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",70,0.7
10,"['clien', 'server', 'tindak', 'server', 'client', 'sifat', 'client', 'layan', 'ketka', 'tindak', 'server', 'tugas', 'layan', 'perintah', 'client', 'kait', 'fungsi']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",60,0.6
155,"['komputer', 'generasi']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",10,0.1
34,"['client', 'perangkat', 'komputer', 'request', 'terima', 'data', 'jaring', 'server', 'perangkat', 'komputer', 'rancang', 'layan', 'client', 'proses', 'request', 'data', 'client', 'jaring', 'komputer']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",80,0.8
159,"['arsitektur', 'neumann', 'pakai', '4', 'utama', 'arsitektur', 'unit', 'aritmetika', 'logis', 'alu', 'unit', 'kontrol', 'memori', 'alat', 'masuk', 'hasil', 'kolektif', 'nama', 'i', 'o', 'empat', 'hubung', 'bus', 'berkas', 'kawat', 'arsitektur', 'hadir', 'baik', 'konsep', 'arsitektur', 'eniac', 'utama', 'hadir', 'baik', 'konsep', 'simpan', 'program', 'teknis', 'empat', 'utama', 'arsitektur', 'fungsi', 'memori', 'utama', 'simpan', 'data', 'instruksi', 'unit', 'aritmetika', 'logis', 'alu', 'olah', 'data', 'biner', 'unit', 'kontrol', 'interpretasi', 'instruksi', 'instruksi', 'memori', 'eksekusi', 'instruksi', 'input', 'output', 'interaksi', 'lingkung']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",100,1.0
55,"['hibernate', 'pc', 'proses', 'mati', 'komputer', 'komputer', 'mati', 'ram', 'komputer', 'nyala', 'data', 'ram', 'transfer', 'hard', 'disk', 'data', 'ram', 'hilang']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",80,0.8
217,"['turbo', 'boost', 'kondisi', 'mana', 'tambah', 'cepat', 'prosesor', 'capai', 'cepat', 'maksimal']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",60,0.6
23,"['client', 'server', 'model', 'jaring', 'komputer', 'mana', 'server', 'sedia', 'resource', 'client', 'sisi', 'request', 'resource', 'milik', 'server']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",70,0.7
0,"['komputer', 'layan', 'sedia', 'jaring']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",20,0.2
20,"['client', 'server', 'metode', 'pentransferan', 'konten', 'mana', 'bagi', 'konten', 'haya', 'fokus', 'end', 'device', 'server', 'server', 'bagi', 'konten', 'client', 'konten', 'client', 'oleh', 'server', 'banyak', 'client', 'pengaruh', 'cepat', 'transfer', 'konten']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",70,0.7
130,"['von', 'neumann', 'model', 'komputer', 'komponen', 'komponen', 'susun', 'rupa', 'komputer', 'modern', 'laku', 'input', 'unit', 'processing', 'unit', 'mana', 'dalam', 'memory', 'unit', 'alu', 'lanjut', 'output', 'unit', 'model', 'von', 'neumann', 'model', 'ajar', 'materi', 'hardware', 'komputer']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",100,1.0
206,['maaf'],"['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",0,0.0
18,"['client', 'server', 'model', 'aplikasi', 'distribusi', 'bagi', 'tugas', 'sedia', 'layan', 'layan']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",60,0.6
179,"['turbo', 'boost', 'dukung', 'komputer', 'processor', 'cepat', 'perangkat', 'tambah', 'turbo', 'boost']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",100,1.0
13,"['client', 'host', 'request', 'server', 'jaring', 'computer', 'server', 'host', 'terima', 'request', 'request', 'client']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",60,0.6
115,"['komputer', 'model', 'von', 'neumann', 'komputer', 'utama', 'alu', 'unit', 'control', 'memori', 'alat', 'input', 'output']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",90,0.9
75,"['hibernate', 'salah', 'pilih', 'mode', 'pc', 'mode', 'hibernate', 'sistem', 'simpan', 'file', 'software', 'jalan', 'hard', 'disk', 'ram', 'data', 'file', 'software', 'jalan', 'hilang', 'power', 'supply', 'mati', 'mode', 'hibernate', 'pc', 'nyala', 'pc', 'otomatis', 'me', 'load', 'data', 'software', 'file', 'jalan', 'user', 'langsung', 'lanjut', 'kerja', 'power', 'supply', 'cabut']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",100,1.0
133,"['komputer', 'von', 'neumann', 'gambar', 'utama', 'alu', 'arithmatic', 'logical', 'unit', 'cu', 'control', 'unit', 'memory', 'device', 'input', 'output']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",90,0.9
59,"['hibernate', 'sebab', 'komputer', 'simpan', 'data', 'hard', 'disk', 'komputer', 'cabut', 'lepas', 'sumber', 'listrik', 'kerja', 'komputer', 'hibernate', 'simpan', 'hilang']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",100,1.0
107,"['kondisi', 'hibernate', 'komputer', 'kondisi', 'mana', 'komputer', 'mati', 'sepenuh', 'data', 'simpan', 'rom', 'hard', 'disk', 'nyala', 'data', 'hilang']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",70,0.7
27,"['client', 'perangkat', 'akses', 'layan', 'informasi', 'jaring', 'tampil', 'user', 'server', 'perangkat', 'guna', 'sedia', 'layan', 'informasi', 'client', 'server', 'sumber', 'data', 'informasi', 'akses', 'client']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",80,0.8
19,"['komunikasi', 'client', 'server', 'jaring', 'komputer', 'komunikasi', 'arah', 'mana', 'client', 'peran', 'minta', 'informasi', 'server', 'sedia', 'informasi']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",60,0.6
22,"['client', 'server', 'relasi', 'jalin', 'jaring', 'client', 'server', 'server', 'server', 'web', 'file', 'mail', 'server', 'client', 'server', 'kenal', 'user', 'perangkat', 'komputer', 'smartphone', 'user', 'akses', 'jalin', 'koneksi', 'kirim', 'data', 'server']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",70,0.7
16,"['client', 'perangkat', 'terima', 'informasi', 'jalan', 'aplikasi', 'server', 'pusat', 'kendali', 'data', 'aplikasi', 'aman']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",60,0.6
72,"['hibernate', 'proses', 'mati', 'komputer', 'power', 'supply', 'mati', 'data', 'data', 'kerja', 'otomatis', 'simpan', 'beda', 'hal', 'sleep', 'sleep', 'data', 'data', 'jalan', 'otomatis', 'simpan', 'power', 'supply', 'hidup']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",80,0.8
29,"['client', 'server', 'fungsi', 'perangkat', 'client', 'server', 'hak', 'client', 'server', 'milik', 'untung', 'device', 'client', 'server', 'file', 'data', 'luas', 'mudah', 'oleh', 'data', 'contoh', 'client', 'server', 'jaring', 'komputer', 'peer', 'to', 'peer']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",80,0.8
118,"['arsitektur', 'komputer', 'cipta', 'john', 'von', 'neumman', 'komputer', 'isi', 'memory', 'unit', 'control', 'unit', 'aritmetic', 'logic', 'unit', 'input', 'output']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",90,0.9
45,"['jaring', 'computer', 'kenal', '2', 'istilah', 'client', 'server', 'istilah', 'client', 'server', 'singgung', 'dns', 'domain', 'name', 'system', 'client', 'server', 'client', 'host', 'sifat', 'hubung', 'guna', 'server', 'domain', 'hostname', 'sifat', 'simpan', 'hostname', 'ip', 'address', 'server', 'hostname', 'nali', 'ip', 'address', 'client', 'megakses', 'website', 'scele', 'ui', 'ac', 'id', 'alamat', 'scele', 'peran', 'host', 'ip', 'nya', 'simpan', 'server', 'guna', 'akses', 'scele', 'hafal', 'ip', 'address', 'scele', 'butuh', 'akses', 'website', 'huruf', 'mudah', 'ole', 'user', 'ip', 'web', 'guna', 'user', 'mudah']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",90,0.9
63,"['hibernate', 'pc', 'proses', 'komputer', 'capai', 'low', 'power', 'state', 'hibernate', 'pc', 'mati', 'total', 'nyala', 'proses', 'makan', 'kondisi', 'komputer', 'no', 'power', 'state', 'proses', 'hibernate', 'pc', 'program', 'jalan', 'pc', 'hilang', 'pc', 'nyala', 'pc', 'langsung', 'tampil', 'program', 'program', 'jalan']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",70,0.7
69,"['hibernate', 'komputer', 'proses', 'boot', 'komputer', 'mana', 'data', 'files', 'simpan', 'temporarily', 'hard', 'drive', 'hard', 'disk', 'hard', 'disk', 'power', 'daya', 'komputer', 'hilang', 'mati', 'cabut', 'user', 'file', 'file', 'nya', 'power', 'nyala', 'beda', 'sleep', 'mana', 'file', 'simpan', 'ram', 'komputer', 'atur', 'tingkat', 'daya', 'rendah']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",100,1.0
6,"['client', 'server', 'sedia', 'layan', 'jaring', 'network', 'guna', 'client']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",40,0.4
37,"['jaring', 'komputer', 'client', 'tindak', 'minta', 'guna', 'layan', 'server', 'sedia', 'layan', 'mesin', 'beda', 'mesin']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",80,0.8
50,"['client', 'peran', 'minta', 'data', 'client', 'server', 'istilah', 'jaring', 'mana', 'jaring', 'peran', 'client', 'server', 'client', 'guna', 'operasi', 'end', 'device', 'terima', 'data', 'server', 'guna', 'operasi', 'end', 'device', 'fungsi', 'sedia', 'kirim', 'data', 'client', 'client', 'nya', 'kontrol', 'jaring']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",100,1.0
49,"['client', 'komputer', 'tindak', 'beri', 'request', 'server', 'data', 'terima', 'data', 'request', 'server', 'device', 'simpan', 'data', 'tanggap', 'request', 'data', 'client', 'kirim', 'request', 'data', 'client', 'minta']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",100,1.0
92,"['hibernate', 'pc', 'power', 'down', 'hemat', 'pakai', 'daya', 'guna', 'hilang', 'data', 'proses']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",50,0.5
109,"['hibernate', 'kondisi', 'sleep', 'komputer', 'nyala', 'energi', 'beda', 'hibernate', 'pindah', 'data', 'ram', 'simpan', 'rom', 'hard', 'disk', 'hilang', 'nyala', 'proses', 'hidup', 'kondisi', 'hibernate', 'banding', 'sleep']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",90,0.9
25,"['server', 'device', 'tindak', 'database', 'file', 'diupload', 'simpan', 'server', 'client', 'mendownload', 'men', 'download', 'data', 'nya', 'server', 'contoh', 'server', 'website', 'isi', 'file', 'file', 'website', 'tsb', 'tampil', 'data', 'data', 'download', 'dll', 'kontribusi', 'meng', 'upload', 'data', 'ubah', 'website', 'simpan', 'server', 'website', 'tsb', 'buka', 'website', 'tsb', 'mendownload', 'tampil', 'websitenya', 'server']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",80,0.8
177,"['turbo', 'boost', 'aplikasi', 'men', 'support', 'cepat', 'processing', 'processor', 'aplikasi', 'buka', 'komputer', 'sebab', 'processor', 'lelah', 'akibat', 'loading', 'perintah', 'peintah', 'turbo', 'boost', 'bantu', 'kerja', 'processor', 'berat', 'kerja']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",100,1.0
78,"['hibernate', 'pc', 'mana', 'henti', 'kerja', 'komputer', 'data', 'data', 'program', 'program', 'buka', 'jalan', 'data', 'pindah', 'hard', 'disk', 'operasi', 'komputer', 'data', 'data', 'kembali', 'ram', 'olah', 'processor']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",80,0.8
123,"['komputer', 'von', 'neumann', 'komputer', 'temu', 'von', 'neumann', 'milik', 'kerja', 'input', 'control', 'unit', 'alu', 'output', 'control', 'unit', 'alu', 'proses', 'load', 'data', 'simpan', 'data', 'storage']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",80,0.8
